type,date,arm,ntrt,year,percent_loss,taxa
Sphagnum,2014-01-01,1,C,2014,4,Mosses
Sphagnum,2014-01-01,1,C,2014,7.1,Unsorted biomass
Sphagnum,2014-01-01,1,C,2014,6.23,Achillea millefolium
Sphagnum,2014-01-01,2,C,2014,16.81,Bouteloua gracilis
Sphagnum,2014-01-01,2,C,2014,0,Cyperus sp.
Sphagnum,2014-01-01,2,C,2014,2.39,Koeleria cristata
Sphagnum,2014-01-01,3,C,2014,11.06,Lespedeza capitata
Sphagnum,2014-01-01,3,C,2014,7.22,Liatris aspera
Sphagnum,2014-01-01,3,C,2014,13.88,Lespedeza capitata
Sphagnum,2014-01-01,,0,2014,0,Mosses
Sphagnum,2014-01-01,1,0,2014,8.14,Unsorted biomass
Sphagnum,2014-01-01,1,0,2014,7.26,Achillea millefolium
Sphagnum,2014-01-01,,0,2014,0.22,Bouteloua gracilis
Sphagnum,2014-01-01,2,0,2014,4.98,Cyperus sp.
Sphagnum,2014-01-01,2,0,2014,6.54,Koeleria cristata
Sphagnum,2014-01-01,3,0,2014,7.9,Lespedeza capitata
Sphagnum,2014-01-01,3,0,2014,3.54,Liatris aspera
Sphagnum,2014-01-01,3,0,2014,5.99,Lespedeza capitata
Sphagnum,2014-01-01,1,5,2014,0,Mosses
Sphagnum,2014-01-01,1,5,2014,8.12,Unsorted biomass
Sphagnum,2014-01-01,1,5,2014,7.86,Achillea millefolium
Sphagnum,2014-01-01,2,5,2014,9.29,Bouteloua gracilis
Sphagnum,2014-01-01,2,5,2014,0.91,Cyperus sp.
Sphagnum,2014-01-01,2,5,2014,2.71,Koeleria cristata
Sphagnum,2014-01-01,3,5,2014,0,Lespedeza capitata
Sphagnum,2014-01-01,3,5,2014,0,Mosses
Sphagnum,2014-01-01,3,5,2014,0.81,Unsorted biomass
Sphagnum,2014-01-01,1,10,2014,5.16,Achillea millefolium
Sphagnum,2014-01-01,1,10,2014,6.5,Bouteloua gracilis
Sphagnum,2014-01-01,1,10,2014,5.14,Cyperus sp.
Sphagnum,2014-01-01,2,10,2014,4.79,Koeleria cristata
Sphagnum,2014-01-01,2,10,2014,3.8,Lespedeza capitata
Sphagnum,2014-01-01,2,10,2014,3.36,Liatris aspera
Sphagnum,2014-01-01,3,10,2014,0,Lespedeza capitata
Sphagnum,2014-01-01,3,10,2014,0,Mosses
Sphagnum,2014-01-01,3,10,2014,0,Unsorted biomass
Sphagnum,2014-01-01,1,15,2014,7.65,Achillea millefolium
Sphagnum,2014-01-01,1,15,2014,7.24,Bouteloua gracilis
Sphagnum,2014-01-01,1,15,2014,6.9,Cyperus sp.
Sphagnum,2014-01-01,2,15,2014,8.31,Koeleria cristata
Sphagnum,2014-01-01,2,15,2014,10.69,Lespedeza capitata
Sphagnum,2014-01-01,2,15,2014,8.4,Liatris aspera
Sphagnum,2014-01-01,3,15,2014,10.37,Lespedeza capitata
Sphagnum,2014-01-01,3,15,2014,0,Mosses
Sphagnum,2014-01-01,3,15,2014,0,Unsorted biomass
Sphagnum,2014-01-01,1,20,2014,3.34,Achillea millefolium
Sphagnum,2014-01-01,1,20,2014,5.69,Bouteloua gracilis
Sphagnum,2014-01-01,1,20,2014,7.33,Cyperus sp.
Sphagnum,2014-01-01,2,20,2014,4.87,Koeleria cristata
Sphagnum,2014-01-01,2,20,2014,0,Lespedeza capitata
Sphagnum,2014-01-01,2,20,2014,12.85,Liatris aspera
Sphagnum,2014-01-01,3,20,2014,0,Lespedeza capitata
Sphagnum,2014-01-01,3,20,2014,3.06,Mosses
Sphagnum,2014-01-01,3,20,2014,2.26,Unsorted biomass
Sphagnum,2014-01-01,1,25,2014,7.32,Achillea millefolium
Sphagnum,2014-01-01,1,25,2014,5.72,Bouteloua gracilis
Sphagnum,2014-01-01,1,25,2014,2.12,Cyperus sp.
Sphagnum,2014-01-01,2,25,2014,12.74,Koeleria cristata
Sphagnum,2014-01-01,2,25,2014,0.83,Lespedeza capitata
Sphagnum,2014-01-01,2,25,2014,19.43,Liatris aspera
Sphagnum,2014-01-01,3,25,2014,5.17,Lespedeza capitata
Sphagnum,2014-01-01,3,25,2014,6.64,Mosses
Sphagnum,2014-01-01,3,25,2014,1.5,Unsorted biomass
Sphagnum,2015-01-01,1,C,2015,10.64,Achillea millefolium
Sphagnum,2015-01-01,1,C,2015,15.38,Bouteloua gracilis
Sphagnum,2015-01-01,1,C,2015,16.49,Cyperus sp.
Sphagnum,2015-01-01,1,C,2015,11.31,Koeleria cristata
Sphagnum,2015-01-01,2,C,2015,13.14,Lespedeza capitata
Sphagnum,2015-01-01,2,C,2015,13.45,Mosses
Sphagnum,2015-01-01,2,C,2015,12.62,Unsorted biomass
Sphagnum,2015-01-01,2,C,2015,11.06,Achillea millefolium
Sphagnum,2015-01-01,3,C,2015,13.92,Bouteloua gracilis
Sphagnum,2015-01-01,3,C,2015,11.02,Cyperus sp.
Sphagnum,2015-01-01,3,C,2015,12.44,Koeleria cristata
Sphagnum,2015-01-01,3,C,2015,12.64,Lespedeza capitata
Sphagnum,2015-01-01,1,0,2015,11.42,Liatris aspera
Sphagnum,2015-01-01,1,0,2015,10.6,Lespedeza capitata
Sphagnum,2015-01-01,1,0,2015,15.34,Mosses
Sphagnum,2015-01-01,1,0,2015,13.25,Unsorted biomass
Sphagnum,2015-01-01,2,0,2015,6.85,Achillea millefolium
Sphagnum,2015-01-01,2,0,2015,4.85,Bouteloua gracilis
Sphagnum,2015-01-01,2,0,2015,6.75,Cyperus sp.
Sphagnum,2015-01-01,2,0,2015,4.64,Koeleria cristata
Sphagnum,2015-01-01,3,0,2015,12.69,Lespedeza capitata
Sphagnum,2015-01-01,3,0,2015,12.07,Liatris aspera
Sphagnum,2015-01-01,3,0,2015,11.77,Lespedeza capitata
Sphagnum,2015-01-01,3,0,2015,11.43,Mosses
Sphagnum,2015-01-01,1,5,2015,11.26,Unsorted biomass
Sphagnum,2015-01-01,1,5,2015,11.95,Achillea millefolium
Sphagnum,2015-01-01,1,5,2015,9.75,Bouteloua gracilis
Sphagnum,2015-01-01,1,5,2015,9.34,Cyperus sp.
Sphagnum,2015-01-01,2,5,2015,12.36,Koeleria cristata
Sphagnum,2015-01-01,2,5,2015,4.35,Lespedeza capitata
Sphagnum,2015-01-01,2,5,2015,8.81,Mosses
Sphagnum,2015-01-01,2,5,2015,6.03,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,14.2,Achillea millefolium
Sphagnum,2015-01-01,3,5,2015,26.39,Bouteloua gracilis
Sphagnum,2015-01-01,3,5,2015,16.57,Cyperus sp.
Sphagnum,2015-01-01,3,5,2015,14.41,Koeleria cristata
Sphagnum,2015-01-01,1,10,2015,13.41,Lespedeza capitata
Sphagnum,2015-01-01,1,10,2015,11.21,Liatris aspera
Sphagnum,2015-01-01,1,10,2015,10.2,Lespedeza capitata
Sphagnum,2015-01-01,1,10,2015,21.74,Mosses
Sphagnum,2015-01-01,2,10,2015,17.33,Unsorted biomass
Sphagnum,2015-01-01,2,10,2015,11.98,Achillea millefolium
Sphagnum,2015-01-01,2,10,2015,11.88,Bouteloua gracilis
Sphagnum,2015-01-01,2,10,2015,12.92,Cyperus sp.
Sphagnum,2015-01-01,3,10,2015,9.21,Koeleria cristata
Sphagnum,2015-01-01,3,10,2015,9,Lespedeza capitata
Sphagnum,2015-01-01,3,10,2015,9.29,Liatris aspera
Sphagnum,2015-01-01,3,10,2015,8.2,Lespedeza capitata
Sphagnum,2015-01-01,1,15,2015,8.86,Mosses
Sphagnum,2015-01-01,1,15,2015,8.8,Unsorted biomass
Sphagnum,2015-01-01,1,15,2015,9.74,Achillea millefolium
Sphagnum,2015-01-01,1,15,2015,9.17,Bouteloua gracilis
Sphagnum,2015-01-01,2,15,2015,8.47,Cyperus sp.
Sphagnum,2015-01-01,2,15,2015,8.35,Koeleria cristata
Sphagnum,2015-01-01,2,15,2015,6.77,Lespedeza capitata
Sphagnum,2015-01-01,2,15,2015,7.75,Liatris aspera
Sphagnum,2015-01-01,3,15,2015,14.46,Lespedeza capitata
Sphagnum,2015-01-01,3,15,2015,15.5,Mosses
Sphagnum,2015-01-01,3,15,2015,14.17,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,14.8,Achillea millefolium
Sphagnum,2015-01-01,1,20,2015,11.75,Bouteloua gracilis
Sphagnum,2015-01-01,1,20,2015,8.33,Cyperus sp.
Sphagnum,2015-01-01,1,20,2015,7.53,Koeleria cristata
Sphagnum,2015-01-01,1,20,2015,10.35,Lespedeza capitata
Sphagnum,2015-01-01,2,20,2015,7.96,Liatris aspera
Sphagnum,2015-01-01,2,20,2015,9.17,Lespedeza capitata
Sphagnum,2015-01-01,2,20,2015,7.97,Mosses
Sphagnum,2015-01-01,2,20,2015,7.59,Unsorted biomass
Sphagnum,2015-01-01,3,20,2015,6.33,Achillea millefolium
Sphagnum,2015-01-01,3,20,2015,4.89,Bouteloua gracilis
Sphagnum,2015-01-01,3,20,2015,5.05,Cyperus sp.
Sphagnum,2015-01-01,3,20,2015,4.73,Koeleria cristata
Sphagnum,2015-01-01,1,25,2015,11.76,Lespedeza capitata
Sphagnum,2015-01-01,1,25,2015,14.53,Mosses
Sphagnum,2015-01-01,1,25,2015,12.09,Unsorted biomass
Sphagnum,2015-01-01,1,25,2015,12.96,Achillea millefolium
Sphagnum,2015-01-01,2,25,2015,12.29,Bouteloua gracilis
Sphagnum,2015-01-01,2,25,2015,14.03,Cyperus sp.
Sphagnum,2015-01-01,2,25,2015,8.78,Koeleria cristata
Sphagnum,2015-01-01,2,25,2015,9.1,Lespedeza capitata
Sphagnum,2015-01-01,3,25,2015,7.34,Liatris aspera
Sphagnum,2015-01-01,3,25,2015,14.71,Lespedeza capitata
Sphagnum,2015-01-01,3,25,2015,6.64,Mosses
Sphagnum,2015-01-01,3,25,2015,4.75,Unsorted biomass
Vascular,2014-01-01,1,C,2014,30.71,Achillea millefolium
Vascular,2014-01-01,1,C,2014,49.9,Bouteloua gracilis
Vascular,2014-01-01,1,C,2014,39.04,Cyperus sp.
Vascular,2014-01-01,2,C,2014,41.26,Koeleria cristata
Vascular,2014-01-01,2,C,2014,44.31,Lespedeza capitata
Vascular,2014-01-01,2,C,2014,21.58,Liatris aspera
Vascular,2014-01-01,3,C,2014,30.51,Lespedeza capitata
Vascular,2014-01-01,3,C,2014,0,Mosses
Vascular,2014-01-01,3,C,2014,36.49,Unsorted biomass
Vascular,2014-01-01,1,0,2014,27.54,Achillea millefolium
Vascular,2014-01-01,1,0,2014,-99999,Bouteloua gracilis
Vascular,2014-01-01,1,0,2014,27.56,Cyperus sp.
Vascular,2014-01-01,2,0,2014,36.37,Koeleria cristata
Vascular,2014-01-01,2,0,2014,39.84,Lespedeza capitata
Vascular,2014-01-01,2,0,2014,-99999,Liatris aspera
Vascular,2014-01-01,3,0,2014,52.38,Lespedeza capitata
Vascular,2014-01-01,3,0,2014,51.24,Mosses
Vascular,2014-01-01,3,0,2014,48.72,Unsorted biomass
Vascular,2014-01-01,1,5,2014,29.83,Achillea millefolium
Vascular,2014-01-01,1,5,2014,38.68,Bouteloua gracilis
Vascular,2014-01-01,1,5,2014,35.19,Cyperus sp.
Vascular,2014-01-01,2,5,2014,-99999,Koeleria cristata
Vascular,2014-01-01,2,5,2014,-99999,Lespedeza capitata
Vascular,2014-01-01,2,5,2014,-99999,Liatris aspera
Vascular,2014-01-01,3,5,2014,33.57,Lespedeza capitata
Vascular,2014-01-01,3,5,2014,43.3,Mosses
Vascular,2014-01-01,3,5,2014,43.82,Unsorted biomass
Vascular,2014-01-01,1,10,2014,28.11,Achillea millefolium
Vascular,2014-01-01,1,10,2014,21.57,Bouteloua gracilis
Vascular,2014-01-01,1,10,2014,40.25,Cyperus sp.
Vascular,2014-01-01,2,10,2014,44.02,Koeleria cristata
Vascular,2014-01-01,2,10,2014,37.82,Lespedeza capitata
Vascular,2014-01-01,2,10,2014,36.84,Mosses
Vascular,2014-01-01,3,10,2014,33.63,Unsorted biomass
Vascular,2014-01-01,3,10,2014,23.17,Achillea millefolium
Vascular,2014-01-01,3,10,2014,38.9,Bouteloua gracilis
Vascular,2014-01-01,1,15,2014,-99999,Cyperus sp.
Vascular,2014-01-01,1,15,2014,-99999,Koeleria cristata
Vascular,2014-01-01,1,15,2014,44.61,Lespedeza capitata
Vascular,2014-01-01,2,15,2014,44.37,Liatris aspera
Vascular,2014-01-01,2,15,2014,36.64,Lespedeza capitata
Vascular,2014-01-01,2,15,2014,42.16,Mosses
Vascular,2014-01-01,3,15,2014,32.49,Unsorted biomass
Vascular,2014-01-01,3,15,2014,50.29,Achillea millefolium
Vascular,2014-01-01,3,15,2014,25.58,Bouteloua gracilis
Vascular,2014-01-01,1,20,2014,36.24,Cyperus sp.
Vascular,2014-01-01,1,20,2014,31.88,Koeleria cristata
Vascular,2014-01-01,1,20,2014,29.28,Lespedeza capitata
Vascular,2014-01-01,2,20,2014,48.58,Liatris aspera
Vascular,2014-01-01,2,20,2014,49.01,Lespedeza capitata
Vascular,2014-01-01,2,20,2014,44.15,Mosses
Vascular,2014-01-01,3,20,2014,40.57,Unsorted biomass
Vascular,2014-01-01,3,20,2014,29.16,Achillea millefolium
Vascular,2014-01-01,3,20,2014,33.56,Bouteloua gracilis
Vascular,2014-01-01,1,25,2014,30.61,Cyperus sp.
Vascular,2014-01-01,1,25,2014,42.84,Koeleria cristata
Vascular,2014-01-01,1,25,2014,35.2,Lespedeza capitata
Vascular,2014-01-01,2,25,2014,27.91,Liatris aspera
Vascular,2014-01-01,2,25,2014,33.17,Lespedeza capitata
Vascular,2014-01-01,2,25,2014,-99999,Mosses
Vascular,2014-01-01,3,25,2014,37.44,Unsorted biomass
Vascular,2014-01-01,3,25,2014,27.99,Achillea millefolium
Vascular,2014-01-01,3,25,2014,34.92,Bouteloua gracilis
Vascular,2015-01-01,1,C,2015,43.31,Cyperus sp.
Vascular,2015-01-01,1,C,2015,46.52,Koeleria cristata
Vascular,2015-01-01,1,C,2015,41.1,Lespedeza capitata
Vascular,2015-01-01,1,C,2015,23.9,Liatris aspera
Vascular,2015-01-01,2,C,2015,44.13,Lespedeza capitata
Vascular,2015-01-01,2,C,2015,37.12,Mosses
Vascular,2015-01-01,2,C,2015,36.72,Unsorted biomass
Vascular,2015-01-01,2,C,2015,28.08,Achillea millefolium
Vascular,2015-01-01,3,C,2015,39.52,Bouteloua gracilis
Vascular,2015-01-01,3,C,2015,32.12,Cyperus sp.
Vascular,2015-01-01,3,C,2015,36.31,Koeleria cristata
Vascular,2015-01-01,3,C,2015,41.44,Lespedeza capitata
Vascular,2015-01-01,1,0,2015,42.95,Mosses
Vascular,2015-01-01,1,0,2015,45.85,Unsorted biomass
Vascular,2015-01-01,1,0,2015,57.6,Achillea millefolium
Vascular,2015-01-01,1,0,2015,41.21,Bouteloua gracilis
Vascular,2015-01-01,2,0,2015,43.49,Cyperus sp.
Vascular,2015-01-01,2,0,2015,40.85,Koeleria cristata
Vascular,2015-01-01,2,0,2015,39.25,Lespedeza capitata
Vascular,2015-01-01,2,0,2015,44.05,Liatris aspera
Vascular,2015-01-01,3,0,2015,48.35,Lespedeza capitata
Vascular,2015-01-01,3,0,2015,53.93,Mosses
Vascular,2015-01-01,3,0,2015,57.65,Unsorted biomass
Vascular,2015-01-01,3,0,2015,46.64,Achillea millefolium
Vascular,2015-01-01,1,5,2015,47.12,Bouteloua gracilis
Vascular,2015-01-01,1,5,2015,49.55,Cyperus sp.
Vascular,2015-01-01,1,5,2015,42.38,Koeleria cristata
Vascular,2015-01-01,1,5,2015,49.61,Lespedeza capitata
Vascular,2015-01-01,2,5,2015,36.88,Liatris aspera
Vascular,2015-01-01,2,5,2015,49.98,Lespedeza capitata
Vascular,2015-01-01,2,5,2015,27.11,Mosses
Vascular,2015-01-01,2,5,2015,56.04,Unsorted biomass
Vascular,2015-01-01,3,5,2015,36.83,Achillea millefolium
Vascular,2015-01-01,3,5,2015,50.84,Bouteloua gracilis
Vascular,2015-01-01,3,5,2015,48.14,Cyperus sp.
Vascular,2015-01-01,3,5,2015,50.09,Koeleria cristata
Vascular,2015-01-01,1,10,2015,-99999,Lespedeza capitata
Vascular,2015-01-01,1,10,2015,48.83,Liatris aspera
Vascular,2015-01-01,1,10,2015,47.8,Lespedeza capitata
Vascular,2015-01-01,1,10,2015,44.35,Mosses
Vascular,2015-01-01,2,10,2015,36.41,Unsorted biomass
Vascular,2015-01-01,2,10,2015,45.09,Achillea millefolium
Vascular,2015-01-01,2,10,2015,39.27,Bouteloua gracilis
Vascular,2015-01-01,2,10,2015,27.94,Cyperus sp.
Vascular,2015-01-01,3,10,2015,51.17,Koeleria cristata
Vascular,2015-01-01,3,10,2015,48.98,Lespedeza capitata
Vascular,2015-01-01,3,10,2015,45.69,Liatris aspera
Vascular,2015-01-01,3,10,2015,56.33,Lespedeza capitata
Vascular,2015-01-01,1,15,2015,45.13,Mosses
Vascular,2015-01-01,1,15,2015,41.27,Unsorted biomass
Vascular,2015-01-01,1,15,2015,44.5,Achillea millefolium
Vascular,2015-01-01,1,15,2015,45.79,Bouteloua gracilis
Vascular,2015-01-01,2,15,2015,24.64,Cyperus sp.
Vascular,2015-01-01,2,15,2015,31.82,Koeleria cristata
Vascular,2015-01-01,2,15,2015,40.5,Lespedeza capitata
Vascular,2015-01-01,2,15,2015,35.23,Mosses
Vascular,2015-01-01,3,15,2015,20.77,Unsorted biomass
Vascular,2015-01-01,3,15,2015,38.1,Achillea millefolium
Vascular,2015-01-01,3,15,2015,33.44,Bouteloua gracilis
Vascular,2015-01-01,3,15,2015,38.4,Cyperus sp.
Vascular,2015-01-01,1,20,2015,30.45,Koeleria cristata
Vascular,2015-01-01,1,20,2015,-99999,Lespedeza capitata
Vascular,2015-01-01,1,20,2015,33.12,Liatris aspera
Vascular,2015-01-01,1,20,2015,32.19,Lespedeza capitata
Vascular,2015-01-01,2,20,2015,24.09,Mosses
Vascular,2015-01-01,2,20,2015,37.39,Unsorted biomass
Vascular,2015-01-01,2,20,2015,29.52,Achillea millefolium
Vascular,2015-01-01,2,20,2015,30.02,Bouteloua gracilis
Vascular,2015-01-01,3,20,2015,41.79,Cyperus sp.
Vascular,2015-01-01,3,20,2015,41.24,Koeleria cristata
Vascular,2015-01-01,3,20,2015,45.6,Lespedeza capitata
Vascular,2015-01-01,3,20,2015,35.72,Liatris aspera
Vascular,2015-01-01,1,25,2015,40.97,Lespedeza capitata
Vascular,2015-01-01,1,25,2015,41.92,Liatris aspera
Vascular,2015-01-01,1,25,2015,36.92,Lespedeza capitata
Vascular,2015-01-01,1,25,2015,47.19,Mosses
Vascular,2015-01-01,2,25,2015,27.13,Unsorted biomass
Vascular,2015-01-01,2,25,2015,33.67,Achillea millefolium
Vascular,2015-01-01,2,25,2015,40.77,Bouteloua gracilis
Vascular,2015-01-01,2,25,2015,45.95,Cyperus sp.
Vascular,2015-01-01,3,25,2015,40.8,Koeleria cristata
Vascular,2015-01-01,3,25,2015,27.64,Lespedeza capitata
Vascular,2015-01-01,3,25,2015,30.73,Liatris aspera
Vascular,2015-01-01,3,25,2015,41.32,Lespedeza capitata
